127.77
66.52
23.93
6.08
5.27
0.41
8.52
0.0
8.11
0.0
5.68
1.22
3.24
4.87
0.81
9.33
0.0
7.3
0.41
6.08
0.41
2.84
5.27
0.41
9.33
0.0
7.71
0.81
5.68
2.84
1.22
5.27
0.81
10.14
0.0
7.3
0.0
4.87
2.03
0.81
8.52
0.0
8.92
0.0
8.92
0.0
4.87
2.84
1.22
8.11
0.0
9.33
0.0
